name: 0d1c574f-032d-4844-9536-cdb7f8ddec3a num_items: 100
token, class_id, token_value, token_tf, token_df
член, @default_class, 0.00041401010821573436, 5.0, 5.0
помещать, @default_class, 8.280202018795535e-05, 1.0, 1.0
подъезд, @default_class, 8.280202018795535e-05, 1.0, 1.0
уорвик, @default_class, 8.280202018795535e-05, 1.0, 1.0
правда, @default_class, 0.00024840605328790843, 3.0, 3.0
подмосковье, @default_class, 8.280202018795535e-05, 1.0, 1.0
елка, @default_class, 8.280202018795535e-05, 1.0, 1.0
погибший, @default_class, 0.0006624161615036428, 8.0, 4.0
незадолго, @default_class, 0.0001656040403759107, 2.0, 2.0
нидерландский, @default_class, 0.0001656040403759107, 2.0, 2.0
отдел, @default_class, 0.0001656040403759107, 2.0, 2.0
церковь, @default_class, 8.280202018795535e-05, 1.0, 1.0
уснуть, @default_class, 0.0001656040403759107, 2.0, 1.0
областной, @default_class, 8.280202018795535e-05, 1.0, 1.0
никто, @default_class, 0.0004968121065758169, 6.0, 5.0
патентный, @default_class, 0.0001656040403759107, 2.0, 1.0
немой, @default_class, 0.00024840605328790843, 3.0, 3.0
открывать, @default_class, 0.00041401010821573436, 5.0, 5.0
криминальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
комсомольский, @default_class, 8.280202018795535e-05, 1.0, 1.0
рассказ, @default_class, 0.0003312080807518214, 4.0, 2.0
избиение, @default_class, 0.0003312080807518214, 4.0, 2.0
аккумуляторный, @default_class, 8.280202018795535e-05, 1.0, 1.0
дубинка, @default_class, 8.280202018795535e-05, 1.0, 1.0
деяние, @default_class, 8.280202018795535e-05, 1.0, 1.0
выезд, @default_class, 8.280202018795535e-05, 1.0, 1.0
висеть, @default_class, 0.0001656040403759107, 2.0, 2.0
виктор, @default_class, 0.0003312080807518214, 4.0, 3.0
лейх, @default_class, 8.280202018795535e-05, 1.0, 1.0
предлагаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
тризуб, @default_class, 8.280202018795535e-05, 1.0, 1.0
экспорт, @default_class, 0.00024840605328790843, 3.0, 2.0
итальянский, @default_class, 8.280202018795535e-05, 1.0, 1.0
благоустройство, @default_class, 8.280202018795535e-05, 1.0, 1.0
февраль, @default_class, 0.0014904363779351115, 18.0, 13.0
технический, @default_class, 0.00024840605328790843, 3.0, 3.0
управление, @default_class, 0.00041401010821573436, 5.0, 5.0
техника, @default_class, 0.00041401010821573436, 5.0, 3.0
шлепок, @default_class, 8.280202018795535e-05, 1.0, 1.0
стокгольмский, @default_class, 8.280202018795535e-05, 1.0, 1.0
согласно, @default_class, 0.0003312080807518214, 4.0, 4.0
текущий, @default_class, 0.0004968121065758169, 6.0, 5.0
двигателитолько, @default_class, 8.280202018795535e-05, 1.0, 1.0
опасаться, @default_class, 0.00024840605328790843, 3.0, 2.0
размещать, @default_class, 0.0001656040403759107, 2.0, 2.0
относиться, @default_class, 8.280202018795535e-05, 1.0, 1.0
батиметрический, @default_class, 0.0001656040403759107, 2.0, 2.0
оборона, @default_class, 0.0007452181889675558, 9.0, 6.0
обновлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
цифра, @default_class, 8.280202018795535e-05, 1.0, 1.0
температура, @default_class, 0.0001656040403759107, 2.0, 2.0
импорт, @default_class, 8.280202018795535e-05, 1.0, 1.0
предприятие, @default_class, 0.00024840605328790843, 3.0, 2.0
численность, @default_class, 8.280202018795535e-05, 1.0, 1.0
дзиркална, @default_class, 8.280202018795535e-05, 1.0, 1.0
афганский, @default_class, 8.280202018795535e-05, 1.0, 1.0
вертолет, @default_class, 0.0007452181889675558, 9.0, 4.0
урегулировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
указывать, @default_class, 0.0003312080807518214, 4.0, 4.0
сторонник, @default_class, 0.0003312080807518214, 4.0, 3.0
использоваться, @default_class, 0.00024840605328790843, 3.0, 3.0
лишаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
собственность, @default_class, 8.280202018795535e-05, 1.0, 1.0
доркина, @default_class, 0.0001656040403759107, 2.0, 1.0
выдавать, @default_class, 0.0001656040403759107, 2.0, 2.0
республиканец, @default_class, 8.280202018795535e-05, 1.0, 1.0
пятеро, @default_class, 0.0001656040403759107, 2.0, 2.0
тимощук, @default_class, 8.280202018795535e-05, 1.0, 1.0
забивать, @default_class, 0.00024840605328790843, 3.0, 3.0
судебный, @default_class, 0.0004968121065758169, 6.0, 5.0
претензия, @default_class, 0.0001656040403759107, 2.0, 2.0
россиянин, @default_class, 0.0007452181889675558, 9.0, 6.0
тюрьма, @default_class, 0.00024840605328790843, 3.0, 2.0
получение, @default_class, 0.0003312080807518214, 4.0, 3.0
маска, @default_class, 8.280202018795535e-05, 1.0, 1.0
палата, @default_class, 0.00024840605328790843, 3.0, 1.0
митинг, @default_class, 8.280202018795535e-05, 1.0, 1.0
конгрессмен, @default_class, 0.0001656040403759107, 2.0, 1.0
интеллектуальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
избегать, @default_class, 0.00024840605328790843, 3.0, 3.0
придумывать, @default_class, 0.0001656040403759107, 2.0, 1.0
десять, @default_class, 0.00024840605328790843, 3.0, 3.0
голосование, @default_class, 0.0003312080807518214, 4.0, 4.0
новогорск, @default_class, 8.280202018795535e-05, 1.0, 1.0
реал, @default_class, 0.00024840605328790843, 3.0, 2.0
выплата, @default_class, 0.0004968121065758169, 6.0, 3.0
выслушивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
событие, @default_class, 0.00024840605328790843, 3.0, 3.0
минувший, @default_class, 8.280202018795535e-05, 1.0, 1.0
билль, @default_class, 0.0001656040403759107, 2.0, 1.0
абсолютно, @default_class, 0.0001656040403759107, 2.0, 2.0
сердце, @default_class, 0.00024840605328790843, 3.0, 3.0
бизнес, @default_class, 0.00041401010821573436, 5.0, 4.0
автор, @default_class, 0.00024840605328790843, 3.0, 3.0
порноактер, @default_class, 8.280202018795535e-05, 1.0, 1.0
потенциал, @default_class, 8.280202018795535e-05, 1.0, 1.0
астронавт, @default_class, 8.280202018795535e-05, 1.0, 1.0
google, @default_class, 0.0007452181889675558, 9.0, 3.0
cisco, @default_class, 8.280202018795535e-05, 1.0, 1.0
поставка, @default_class, 0.0006624161615036428, 8.0, 5.0
валерий, @default_class, 0.00041401010821573436, 5.0, 4.0
следующий, @default_class, 0.00041401010821573436, 5.0, 5.0
настроение, @default_class, 8.280202018795535e-05, 1.0, 1.0
саттуев, @default_class, 0.0001656040403759107, 2.0, 1.0
расстройство, @default_class, 8.280202018795535e-05, 1.0, 1.0
руслан, @default_class, 8.280202018795535e-05, 1.0, 1.0
руководитель, @default_class, 0.0006624161615036428, 8.0, 5.0
диагностировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
полномочияпо, @default_class, 8.280202018795535e-05, 1.0, 1.0
подразделение, @default_class, 0.0001656040403759107, 2.0, 2.0
этажный, @default_class, 8.280202018795535e-05, 1.0, 1.0
предприниматель, @default_class, 8.280202018795535e-05, 1.0, 1.0
разбирательство, @default_class, 8.280202018795535e-05, 1.0, 1.0
apple, @default_class, 8.280202018795535e-05, 1.0, 1.0
евгений, @default_class, 0.00024840605328790843, 3.0, 3.0
милиция, @default_class, 0.0003312080807518214, 4.0, 2.0
лабазанов, @default_class, 8.280202018795535e-05, 1.0, 1.0
командование, @default_class, 0.00024840605328790843, 3.0, 3.0
gizmodo, @default_class, 8.280202018795535e-05, 1.0, 1.0
потребовать, @default_class, 0.00024840605328790843, 3.0, 3.0
захват, @default_class, 0.00024840605328790843, 3.0, 3.0
дудаевский, @default_class, 8.280202018795535e-05, 1.0, 1.0
выхватывать, @default_class, 8.280202018795535e-05, 1.0, 1.0
наказание, @default_class, 0.00024840605328790843, 3.0, 3.0
долг, @default_class, 8.280202018795535e-05, 1.0, 1.0
доступный, @default_class, 8.280202018795535e-05, 1.0, 1.0
грозный, @default_class, 8.280202018795535e-05, 1.0, 1.0
согласие, @default_class, 8.280202018795535e-05, 1.0, 1.0
удостоверение, @default_class, 8.280202018795535e-05, 1.0, 1.0
абхазский, @default_class, 8.280202018795535e-05, 1.0, 1.0
выполнять, @default_class, 0.0001656040403759107, 2.0, 2.0
цыган, @default_class, 0.00024840605328790843, 3.0, 1.0
уезжать, @default_class, 0.0001656040403759107, 2.0, 2.0
убийство, @default_class, 0.0008280202164314687, 10.0, 5.0
ссора, @default_class, 0.00024840605328790843, 3.0, 3.0
ныне, @default_class, 8.280202018795535e-05, 1.0, 1.0
помощник, @default_class, 0.0001656040403759107, 2.0, 1.0
серьезный, @default_class, 0.0001656040403759107, 2.0, 2.0
reuters, @default_class, 0.00041401010821573436, 5.0, 4.0
автономный, @default_class, 0.0003312080807518214, 4.0, 2.0
рассматриваться, @default_class, 0.0001656040403759107, 2.0, 2.0
сельский, @default_class, 8.280202018795535e-05, 1.0, 1.0
летний, @default_class, 0.0014076343504711986, 17.0, 13.0
консервация, @default_class, 8.280202018795535e-05, 1.0, 1.0
эльза, @default_class, 0.0001656040403759107, 2.0, 1.0
черноморский, @default_class, 0.0001656040403759107, 2.0, 1.0
бандформирование, @default_class, 0.0001656040403759107, 2.0, 1.0
село, @default_class, 0.0003312080807518214, 4.0, 3.0
рассмотрение, @default_class, 0.0001656040403759107, 2.0, 2.0
перелет, @default_class, 8.280202018795535e-05, 1.0, 1.0
наносить, @default_class, 0.0001656040403759107, 2.0, 2.0
расследоваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
одежда, @default_class, 0.0003312080807518214, 4.0, 2.0
пытаться, @default_class, 0.0011592282680794597, 14.0, 13.0
славгород, @default_class, 8.280202018795535e-05, 1.0, 1.0
прием, @default_class, 8.280202018795535e-05, 1.0, 1.0
сэкономить, @default_class, 8.280202018795535e-05, 1.0, 1.0
неправомерный, @default_class, 8.280202018795535e-05, 1.0, 1.0
robert, @default_class, 8.280202018795535e-05, 1.0, 1.0
предъявлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
олимпиада, @default_class, 0.00024840605328790843, 3.0, 1.0
второй, @default_class, 0.0011592282680794597, 14.0, 10.0
наталья, @default_class, 8.280202018795535e-05, 1.0, 1.0
мещерский, @default_class, 8.280202018795535e-05, 1.0, 1.0
пневмония, @default_class, 8.280202018795535e-05, 1.0, 1.0
течение, @default_class, 0.0006624161615036428, 8.0, 8.0
изнасиловать, @default_class, 8.280202018795535e-05, 1.0, 1.0
британский, @default_class, 0.0007452181889675558, 9.0, 8.0
новость, @default_class, 0.0013248323230072856, 16.0, 14.0
драка, @default_class, 0.0001656040403759107, 2.0, 2.0
предусматривать, @default_class, 0.00024840605328790843, 3.0, 2.0
военный, @default_class, 0.0021528524812310934, 26.0, 14.0
министерство, @default_class, 0.0007452181889675558, 9.0, 6.0
принудительно, @default_class, 8.280202018795535e-05, 1.0, 1.0
заместитель, @default_class, 0.0005796141340397298, 7.0, 7.0
дорога, @default_class, 0.00024840605328790843, 3.0, 3.0
агрессия, @default_class, 0.0001656040403759107, 2.0, 2.0
миссия, @default_class, 0.00024840605328790843, 3.0, 1.0
госпитализировать, @default_class, 0.0001656040403759107, 2.0, 2.0
ценовой, @default_class, 8.280202018795535e-05, 1.0, 1.0
рокки, @default_class, 8.280202018795535e-05, 1.0, 1.0
усомниться, @default_class, 8.280202018795535e-05, 1.0, 1.0
мкад, @default_class, 8.280202018795535e-05, 1.0, 1.0
ахмета, @default_class, 8.280202018795535e-05, 1.0, 1.0
транссиб, @default_class, 0.0001656040403759107, 2.0, 1.0
тратить, @default_class, 0.0003312080807518214, 4.0, 2.0
технологический, @default_class, 0.0001656040403759107, 2.0, 2.0
реалистичность, @default_class, 8.280202018795535e-05, 1.0, 1.0
прокат, @default_class, 8.280202018795535e-05, 1.0, 1.0
размер, @default_class, 0.0003312080807518214, 4.0, 4.0
программа, @default_class, 0.0015732384053990245, 19.0, 8.0
стремление, @default_class, 8.280202018795535e-05, 1.0, 1.0
прогноз, @default_class, 0.0001656040403759107, 2.0, 2.0
раздевалка, @default_class, 8.280202018795535e-05, 1.0, 1.0
потребоваться, @default_class, 0.00024840605328790843, 3.0, 3.0
перевозка, @default_class, 0.0003312080807518214, 4.0, 2.0
посчитать, @default_class, 8.280202018795535e-05, 1.0, 1.0
действовать, @default_class, 0.00024840605328790843, 3.0, 3.0
pornhub, @default_class, 8.280202018795535e-05, 1.0, 1.0
фотокорреспондент, @default_class, 8.280202018795535e-05, 1.0, 1.0
отказ, @default_class, 0.0001656040403759107, 2.0, 2.0
арестованный, @default_class, 8.280202018795535e-05, 1.0, 1.0
объем, @default_class, 0.00041401010821573436, 5.0, 3.0
двусторонний, @default_class, 8.280202018795535e-05, 1.0, 1.0
некрасиво, @default_class, 8.280202018795535e-05, 1.0, 1.0
прогнозироваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
структура, @default_class, 0.0001656040403759107, 2.0, 2.0
модернизация, @default_class, 0.0004968121065758169, 6.0, 2.0
месторождение, @default_class, 8.280202018795535e-05, 1.0, 1.0
народ, @default_class, 0.0003312080807518214, 4.0, 3.0
иной, @default_class, 0.00041401010821573436, 5.0, 4.0
магистраль, @default_class, 0.00024840605328790843, 3.0, 1.0
телевидение, @default_class, 8.280202018795535e-05, 1.0, 1.0
почему, @default_class, 8.280202018795535e-05, 1.0, 1.0
кузбасс, @default_class, 8.280202018795535e-05, 1.0, 1.0
спикер, @default_class, 0.0006624161615036428, 8.0, 5.0
затрата, @default_class, 8.280202018795535e-05, 1.0, 1.0
разработка, @default_class, 0.00024840605328790843, 3.0, 3.0
помогать, @default_class, 0.0008280202164314687, 10.0, 9.0
грузопоток, @default_class, 0.0001656040403759107, 2.0, 1.0
чиновник, @default_class, 0.0003312080807518214, 4.0, 4.0
добавка, @default_class, 8.280202018795535e-05, 1.0, 1.0
груз, @default_class, 8.280202018795535e-05, 1.0, 1.0
государство, @default_class, 0.0010764262406155467, 13.0, 9.0
залезать, @default_class, 8.280202018795535e-05, 1.0, 1.0
взамен, @default_class, 8.280202018795535e-05, 1.0, 1.0
